Rank,Movie,"Release
Date",Distributor,Genre,MPAA,2015 Gross,Tickets Sold
673,Set Fire to the Stars,6/12/2015,Strand,Drama,Not Rated,7280,863
674,Life of Riley,10/24/2014,Kino Lorber,Drama,Not Rated,7210,855
675,Antarctic Edge: 70º South,4/17/2015,First Run Features,Documentary,Not Rated,7193,853
676,Li'l Quinquin,1/2/2015,Kino Lorber,Comedy,Not Rated,7192,853
677,A Murder in the Park,6/26/2015,Sundance Selects,Documentary,PG-13,7125,845
678,Victoria,10/9/2015,Adopt Films,Thriller/Suspense,Not Rated,6971,826
679,Gabriel,6/19/2015,Oscilloscope Pictures,Thriller/Suspense,Not Rated,6959,825
680,Hungry Hearts,6/5/2015,IFC Films,Drama,Not Rated,6921,820
681,Advanced Style,9/26/2014,Bond/360,Documentary,Not Rated,6905,819
682,The Sisterhood of Night,4/10/2015,Freestyle Releasing,Drama,PG-13,6870,814
683,Steve McQueen: The Man & Le Mans,11/13/2015,FilmRise,Documentary,Not Rated,6843,811
684,Horse Money,7/24/2015,Cinema Guild,Documentary,Not Rated,6508,772
685,The Suicide Theory,7/10/2015,Freestyle Releasing,Thriller/Suspense,R,6434,763
686,Alléluia,7/17/2015,Doppelganger Releasing,Thriller/Suspense,Not Rated,6334,751
687,Guidance,8/21/2015,Strand,Comedy,Not Rated,6194,734
688,Marquise of O,5/1/2015,Film Movement,Drama,PG,6049,717
689,Famous Nathan,7/17/2015,Film Movement,Documentary,Not Rated,6048,717
690,The Riot Club,3/27/2015,IFC Films,Drama,R,6041,716
691,Sex Death and Bowling,10/30/2015,Monterey Media,Comedy,R,5972,708
692,Viva La Liberta,11/7/2014,Distrib Films, ,Not Rated,5955,706
693,Top Spin,8/21/2015,First Run Features,Documentary,Not Rated,5858,694
694,Mediterranea,11/20/2015,IFC Films,Drama,Not Rated,5846,693
695,Shout Gladi Gladi,10/2/2015,International Film Circuit,Documentary,Not Rated,5839,692
696,The Wanted 18,6/19/2015,Kino Lorber,Documentary,Not Rated,5680,673
697,Tu dors Nicole,5/29/2015,Kino Lorber,Comedy,Not Rated,5662,671
698,This Isn't Funny,11/6/2015,Candy Factory Films,Romantic Comedy,Not Rated,5654,670
699,Our Man in Tehran,5/15/2015,First Run Features,Documentary,Not Rated,5573,661
700,The Living,4/3/2015,Monterey Media,Thriller/Suspense,R,5514,654
701,Concerning Violence,12/5/2014,Kino Lorber,Documentary,Not Rated,5439,645
702,Revenge of the Mekons,10/29/2014,Music Box Films,Documentary,Not Rated,5374,637
703,Far From Men,5/1/2015,TriBeca Films,Drama,Not Rated,5336,632
704,She's Lost Control,3/20/2015,Monument Releasing,Drama,Not Rated,5319,630
705,From Mayerling to Sarajevo,3/27/2015,The Film Desk,Drama,Not Rated,5247,622
706,The Dead Lands,4/17/2015,Magnolia Pictures,Action,R,5240,621
707,The Good Lie,10/3/2014,Warner Bros.,Drama,PG-13,5220,619
708,The Princess of France,6/26/2015,Cinema Guild,Drama,Not Rated,5212,618
709,Death Valley,10/16/2015,Indican Pictures,Drama,Not Rated,5211,618
710,A Reason,8/28/2015,Indican Pictures,Drama,Not Rated,5010,594
711,The Voices,2/6/2015,Lionsgate,Comedy,R,5000,593
712,SBK The-Movie,4/3/2015,Hanover Multimedia,Comedy,PG-13,4950,587
713,Gerontophilia,5/1/2015,Strand,Comedy,Not Rated,4916,583
714,Barely Lethal,5/29/2015,A24,Comedy,PG-13,4912,582
715,Arabian Nights: Volume 2 The Desolate One,12/11/2015,Kino Lorber,Drama,Not Rated,4839,574
716,Goodbye to All That,12/17/2014,IFC Films,Drama,Not Rated,4790,568
717,Miss Hill: Making Dance Matter,1/23/2015,First Run Features,Documentary,Not Rated,4706,558
718,Ashby,9/25/2015,Film Arcade,Comedy,R,4631,549
719,Seeds of Time,5/22/2015,Kino Lorber,Documentary,Not Rated,4630,549
720,Tango Negro: The African Roots of Tango,8/14/2015,ArtMattan Productions,Documentary,Not Rated,4593,544
721,52 Tuesdays,3/27/2015,Kino Lorber,Drama,Not Rated,4484,531
722,Yosemite,1/1/2016,Monterey Media,Drama,R,4461,529
723,Farwell Herr Schwartz,1/9/2015,Kino Lorber,Documentary,Not Rated,4455,528
724,The Sacrifice,11/7/2014,Kino Lorber,Drama,Not Rated,4442,526
725,Back in Time,12/12/2014,China Lion Film Distribution,Drama,Not Rated,4330,513
726,Days of Grace,5/1/2015,Cinema Libre,Thriller/Suspense,Not Rated,4308,511
727,The Blade of Don Juan,9/18/2015,Indican Pictures,Romantic Comedy,Not Rated,4254,504
728,What We Did on Our Holiday,7/10/2015,Lionsgate,Comedy,PG-13,4200,498
729,The Worst Movie EVER!,8/19/2011,Hiltz Squared,Comedy,Not Rated,4196,497
730,Three Night Stand,1/16/2015,Myriad Entertainment Group,Comedy,Not Rated,4076,483
731,Salvation Army,1/23/2015,Strand,Drama,Not Rated,3929,466
732,La rançon de la gloire,5/8/2015,Mongrel Media,Comedy,Not Rated,3926,465
733,Unfreedom,5/29/2015,Dark Frames,Drama,Not Rated,3778,448
734,In the Basement,11/6/2015,Strand,Documentary,Not Rated,3643,432
735,Fidelio Alice's Journey,7/17/2015,First Run Features,Drama,Not Rated,3580,424
736,Jenny's Wedding,7/31/2015,IFC Films,Drama,PG-13,3540,419
737,That Sugar Film,7/31/2015,IDP/Samuel Goldwyn Films,Documentary,Not Rated,3500,415
738,Blackhats,10/23/2015,Reel One Entertainment / Supremacy Films,Thriller/Suspense,Not Rated,3442,408
739,Hyena,5/1/2015,TriBeca Films,Thriller/Suspense,Not Rated,3401,403
740,Know How,5/15/2015,First Run Features,Musical,Not Rated,3323,394
741,Tip Top,12/12/2014,Kino Lorber,Comedy,Not Rated,3318,393
742,Drunk Wedding,5/22/2015,Paramount Pictures,Comedy,R,3301,391
743,Windsor Drive,8/28/2015,Indican Pictures,Thriller/Suspense,Not Rated,3256,386
744,Dreams Rewired,12/16/2015,Icarus Films,Documentary,Not Rated,3240,384
745,Wild Card,1/30/2015,Lionsgate,Action,R,3200,379
746,Xenia,10/9/2015,Strand,Drama,Not Rated,3181,377
747,Allure,3/6/2015, ,Drama,Not Rated,3130,371
748,Anita Ho,2/27/2014,Indican Pictures,Comedy,Not Rated,3050,361
749,The Way He Looks,11/7/2014,Strand,Drama,Not Rated,3043,360
750,Chocolat,9/18/2015,The Film Desk,Drama,PG-13,2710,321
751,Julia,10/23/2015,Archstone Entertainment,Thriller/Suspense,R,2710,321
752,The Blue Room,10/3/2014,IFC Films,Thriller/Suspense,R,2684,318
753,On War,11/20/2015,Indican Pictures,Comedy,Not Rated,2672,316
754,Body,12/11/2015,Oscilloscope Pictures,Thriller/Suspense,Not Rated,2634,312
755,Hayride 2,3/6/2015,Freestyle Releasing,Horror,R,2571,304
756,L.A. Slasher,6/26/2015,Archstone Entertainment,Comedy,R,2421,287
757,Banksy Does New York,11/14/2014,HBO Documentary Films,Documentary,Not Rated,2388,283
758,Me You and Five Bucks,9/28/2015,Indican Pictures,Romantic Comedy,Not Rated,2105,249
759,Manuscripts Don’t Burn,6/13/2014,Kino Lorber,Drama,Not Rated,2016,239
760,Tracers,3/20/2015,Lionsgate,Action,PG-13,2000,237
761,Women Who Flirt,11/26/2014,China Lion Film Distribution,Comedy,Not Rated,1973,234
762,Sneakerheadz,8/7/2015,Submarine Deluxe,Documentary,Not Rated,1903,225
763,The Lady in the Car With Glasses and A Gun,12/18/2015,Magnolia Pictures,Thriller/Suspense,Not Rated,1901,225
764,Life Partners,12/5/2014,Magnolia Pictures,Comedy,R,1870,221
765,Everly,2/27/2015,RADiUS-TWC,Action,R,1800,213
766,20000 Days on Earth,9/17/2014,Drafthouse Films,Documentary,Not Rated,1788,212
767,The Other Man: F.W. de Klerk and the End of Apartheid,2/6/2015,First Run Features,Documentary,Not Rated,1747,207
768,The Looking Glass,10/23/2015,First Run Features,Drama,Not Rated,1711,202
769,The Summer of Sangaile,11/20/2015,Strand,Drama,Not Rated,1700,201
770,Drown,8/28/2015,Strand,Drama,Not Rated,1631,193
771,Cut Snake,10/16/2015,Monterey Media,Thriller/Suspense,R,1625,192
772,Forever,9/25/2015,Monterey Media,Drama,R,1597,189
773,Making Rounds,10/30/2015,First Run Features,Documentary,Not Rated,1484,176
774,The Captive,12/12/2014,A24,Thriller/Suspense,R,1457,172
775,The Pardon,3/22/2013,Self Distributed,Drama,PG-13,1418,168
776,Son of a Gun,1/23/2015,A24,Action,R,1411,167
777,Eternity: The Movie,10/17/2014,Vagrant Films,Comedy,Not Rated,1390,164
778,Faith Connections,9/12/2014,Kino Lorber,Documentary,Not Rated,1339,158
779,3 Nights in the Desert,2/6/2015,Monterey Media,Drama,R,1297,153
780,It’s Hard Being Loved by Jerks,3/13/2015,Kino Lorber,Documentary,Not Rated,1279,151
781,Skin Trade,5/8/2015,Magnolia Pictures,Action,R,1242,147
782,The Decent One,10/1/2014,Kino Lorber,Documentary,Not Rated,1087,128
783,Childless,5/15/2015,Monterey Media,Drama,R,1036,122
784,United Passions,6/5/2015,Screen Media Films,Drama,Not Rated,918,108
785,Half of a Yellow Sun,5/16/2014,Monterey Media,Drama,R,884,104
786,Big Muddy,1/23/2015,Monterey Media,Drama,R,881,104
787,Through a Lens Darkly,8/27/2014,First Run Features,Documentary,Not Rated,728,86
788,It's All So Quiet,1/9/2015,Big World Pictures,Drama,Not Rated,724,85
789,A Summer’s Tale,6/20/2014,Big World Pictures,Comedy,Not Rated,664,78
790,Fonzy,6/20/2015,Distrib Films,Comedy,Not Rated,644,76
791,Chic!,5/1/2015,Distrib Films,Comedy,Not Rated,587,69
792,Patch Town,6/5/2015,Kino Lorber,Adventure,Not Rated,584,69
793,Finding Fela!,8/1/2014,Kino Lorber,Documentary,Not Rated,554,65
794,Two-Bit Waltz,10/24/2014,Monterey Media,Comedy,R,554,65
795,The Olivia Experiment,8/22/2014,Indican Pictures,Comedy,Not Rated,500,59
796,Jimmy P.,2/14/2014,IFC Films,Drama,Not Rated,483,57
797,Love is Strange,8/22/2014,Sony Pictures Classics,Drama,R,352,41
798,The Chambermaid,5/29/2015,Film Movement,Drama,Not Rated,315,37
799,El Nino,4/17/2015,Distrib Films,Thriller/Suspense,Not Rated,245,29
800,Exhibition,6/20/2014,Kino Lorber,Drama,Not Rated,187,22
801,[REC] 4: Apocalypse,1/2/2015,Magnolia Pictures,Horror,R,129,15
802,Lou!,4/24/2015,Distrib Films,Comedy,Not Rated,88,10
803,Memphis,9/5/2014,Kino Lorber,Drama,Not Rated,54,6
804,Paranoid Girls,11/19/2015, ,Comedy,Not Rated,54,6
805,The Historian,11/7/2014, ,Drama,Not Rated,36,4
806,Pioneer,12/5/2014,Magnolia Pictures,Thriller/Suspense,R,24,2
